date,permno,ma_1_9,ma_2_9,ma_3_9,ma_1_12,ma_2_12,ma_3_12,mom9,mom12,vol_1_9,vol_2_9,vol_3_9,vol_1_12,vol_2_12,vol_3_12
2006-11-30,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2006-12-29,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007-01-31,89954.0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
2007-02-28,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2007-03-30,89954.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2007-04-30,89954.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2007-05-31,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2007-06-29,89954.0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2007-07-31,89954.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
2007-08-31,89954.0,0,0,0,1,0,0,1,1,1,1,0,1,0,0
2007-09-28,89954.0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
2007-10-31,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2007-11-30,89954.0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
2007-12-31,89954.0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2008-01-31,89954.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-02-29,89954.0,1,0,0,1,1,0,1,1,1,0,0,1,0,0
2008-03-31,89954.0,1,1,1,1,1,1,1,1,0,1,0,0,1,0
2008-04-30,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2008-05-30,89954.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2008-06-30,89954.0,1,1,1,1,1,1,1,1,0,1,0,0,1,0
2008-07-31,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008-08-29,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2008-09-30,89954.0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
2008-10-31,89954.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2008-11-28,89954.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2008-12-31,89954.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2009-01-30,89954.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
2009-02-27,89954.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-31,89954.0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
2009-04-30,89954.0,1,1,0,1,0,0,0,1,1,1,1,1,1,1
2009-05-29,89954.0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2009-06-30,89954.0,1,1,1,1,0,1,0,0,1,0,1,1,0,1
2009-07-31,89954.0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
2009-08-31,89954.0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
2009-09-30,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009-10-30,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2009-11-30,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2009-12-31,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010-01-29,89954.0,1,1,1,1,1,1,1,1,0,0,1,0,0,1
2010-02-26,89954.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2010-03-31,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2010-04-30,89954.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
2010-05-28,89954.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2010-06-30,89954.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
2010-07-30,89954.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2010-08-31,89954.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2010-09-30,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010-10-29,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010-11-30,89954.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
2010-12-31,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2011-01-31,89954.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2011-02-28,89954.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2011-03-31,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011-04-29,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011-05-31,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011-06-30,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2011-07-29,89954.0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
2011-08-31,89954.0,0,1,1,0,1,1,1,1,0,0,0,0,0,0
2011-09-30,89954.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2011-10-31,89954.0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
2011-11-30,89954.0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
2011-12-30,89954.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2012-01-31,89954.0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
2012-02-29,89954.0,1,0,0,0,0,0,0,1,1,1,1,1,1,1
2012-03-30,89954.0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
2012-04-30,89954.0,1,1,1,1,1,1,0,1,0,1,1,0,0,1
2012-05-31,89954.0,0,1,1,0,1,1,1,0,0,0,0,0,0,0
2012-06-29,89954.0,1,1,1,1,1,1,1,0,1,0,0,1,1,0
2012-07-31,89954.0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
2012-08-31,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-09-28,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2012-10-31,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-11-30,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2012-12-31,89954.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2013-01-31,89954.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2013-02-28,89954.0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
2013-03-28,89954.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
2013-04-30,89954.0,1,1,1,1,1,1,1,1,0,1,0,0,1,0
2013-05-31,89954.0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
2013-06-28,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2013-07-31,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-08-30,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,1
2013-09-30,89954.0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
2013-10-31,89954.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2013-11-29,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2013-12-31,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-01-31,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-02-28,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-03-31,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2014-04-30,89954.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2014-05-30,89954.0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2014-06-30,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2014-07-31,89954.0,1,1,1,1,1,1,1,1,0,0,1,0,1,1
2014-08-29,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2014-09-30,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2014-10-31,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2014-11-28,89954.0,1,1,1,1,1,1,1,1,0,1,1,0,0,0
2014-12-31,89954.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
2015-01-30,89954.0,0,1,1,1,1,1,1,1,0,0,0,0,0,0
2015-02-27,89954.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2015-03-31,89954.0,0,1,0,0,1,1,1,1,0,0,0,0,0,0
2015-04-30,89954.0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
2015-05-29,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
2015-06-30,89954.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
